id,marketplace,review_date,customer_id,review_id,product_id,product_parent,product_title,product_category,total_rating,product_rating,shipment_rating,seller_rating,helpful_votes,total_votes,review_headline,review_body
31,US,31-08-2015,16774212,R3HXHIAJC3UZKD,B00QN1TCDQ,211203788,"iPhone 6 Plus Screen Protector, Maxboost [Tempered Glass] 0.2mm Ballistic Glass Screen Protector Work with iPhone 6 Plus and Protective Case",Wireless,5,5,,,0,0,Great product!,"This product is nicer that I was expecting. And, arrived early!"
32,US,31-08-2015,12342819,R3MZUQRRR2555B,B00UIC2SOG,189785177,"iPhone 6 Case, MagicMobile® Rugged Dual Durable Armor Case Impact Resistant Shockproof Double Layer Hard Shell with Soft Flexible Black Silicone Skin Cover",Wireless,4,4,,,0,0,... didn't give this 5 stars was that it was super tough to get on and off the phone,the only reason i didn't give this 5 stars was that it was super tough to get on and off the phone. other than that it's a solid case and it worked to expectation. i dropped my phone a few times while using this case and the case held up. i was given this case at a discounted rate in return for an unbiased opinion.
33,US,31-08-2015,40791829,RD9SH7L0OFR01,B010U9EV6E,469776990,"iClever 2 in 1 Desktop Apple iWatch Bamboo Wood Stand, Compatible For Both 38mm and 42mm Apple Watch and Iphone7,6plus,6, 5s, 5.",Wireless,5,5,,,0,0,Beautiful Watch Stand/Charger,"I purchased this as a gift for my brother who just got an Apple watch in July. He loves it! Being a person who works with wood, he especially loved the wood look, very pretty. It works quite well and was well-priced on Amazon."
34,US,31-08-2015,128621,R3FLFXDI6CDTS4,B002BBJMO6,3750612,Zeimax® 3 Pack of Universal Touch Screen Stylus Pen (Red + Black + Silver),Wireless,5,5,,,0,0,Five Stars,excelente
35,US,31-08-2015,45384795,R3ACAUE7ZTCE7G,B00OMFPQXU,658436736,MPERO IMPACT X Series Kickstand Case for Nokia Lumia 635,Wireless,5,5,,,0,0,Perfect fit!,The case fits perfectly on my Son's phone. Thanks for the fast shipment of the order.
36,US,31-08-2015,16398318,R2KWWKW7DA19B6,B00NLY1BB4,33506019,LANDFOX Dream Catcher Painting Soft TPU Case Cover For iPhone 6 6G 4.7 inch,Wireless,2,2,,,0,0,I like the dreamcatcher graphic a lot,"It's okay. I like the dreamcatcher graphic a lot. The case itself is very thin and the edging on her sides is not seamless. The edges have a small plastic tail that is left over from when the case was cut. It's not horrible but it is noticeable and annoying. Not sure what I expected though, afterall its $5."
37,US,31-08-2015,43381227,R1KBYD7KND6KUE,B00HG2QMQQ,611648817,LG G Flex Screen Protectors - EMPIRE,Wireless,5,5,,,0,0,Five Stars,Great price and fast shipping highly recommended.
38,US,31-08-2015,1077816,R19SUDXUKPGJVB,B00VGJ64AO,599517601,LG AKA H788 Mobile Phone (White) - International Version No Warranty,Wireless,5,5,,,2,2,Too Many people Sleeping on this phone,"I'm not going to tell you that you should buy this phone, I'll givethe pros and the cons and let you decide for yourself Pros Durable I don't know if Lg of America purposely makes they're phones in America easy to break the screen but this one Right here is a champion. Dropped this on cement, Hard Tile floor, on the sidewalk, and a few Other non carpeted areas. I don't know if it's the construction itself that makes it strong or maybe that LG Of Korea purposely made this phone very strong since it's marketed to teens and younger folks, or maybe it's because every time you dropped the phone instead of it's falling all in one piece and absorbing all the Impact, the back comes off and the battery comes out oftentimes but when you put it back together it works fine. I even had a few front facing dropS so many times I thought oh my God this is it my phone is shattered but I was wrong I am so confident in this phone that I Could do a ear height drop test anytime anywhere and I'm 100 percent sure it won't break and I'm 5ft 10. I don't even have a case on it it's just the screen protector and that's it. Good Conversation starter (The Eyes) you have no idea how many conversations have started Because of this. Me: *Takes my phone out of my pocket to see notifications* Her:  Omg, does your phone have eyes? Thats sooo cute Me:yeah, it's a lil phone from Korea. The Lg aka. check it out it's eye's move too. It even blinks too Her: Thats so adorable, Im ******* by the way. Continue talking and i ended up getting so many kiks/phone number because of that but i digress. (It's Still Corvette over females doe) A great way to break the ice. Audio The Sounds sounds great coming through the speakers no cracking or nothing like that, it's not super loud but if you put it at full volume here and enjoy it even if you're a good distance away. earbuds, it works with every pair of earbuds I have very compatible. Crisp .plus with the LG software their version of the music app you have the option to increase t, the treble, all that. I love that features some songs just don't sound the same without all that bass.let's see what else can I say about the sound? the notifications can be nice and loud. And yeah if you're really into music this is a great phone. Design if you are coming from some other company and you're used to the buttons on the sideit'll take a little while but eventually you'll get used to the volume rockers and power button being on the back. and if you don't want to have to deal with that this phone has knock knock you tap on the screen twice to wake it up and then you can enter your password and all that instead of using the little button on the back. and most of the time you can use the littles options At top to adjust the volume but as I said before it's pretty easy To get used to. Plus the phone looks nice, its not ugly. Call quality The call quality is decent. I thought since this phone was from overseas the call Quality might be off but now it's on point. Texting works normally too . The speed if you are used to be mid-range phones, this is quite a little Speedy One. The Flex factor lots of people buy Phones As fashion statement, the question is if my put his galaxy/iPhone/Note/ on the table and you put yo phone next to theirs how would it stack up? I would give this phone a 7. Its pretty nice and if you keep it clean(its easy,every not and again wipe wit a lil rubbing alcohol) you can flex on anyone. Looks like one of them $700 Flagships. If yo guy friends see the eyes however they might clown ya. But that don't matter. The eyes are cool to me and that's all that matter. Security Lots of options to keep it safe. Bunch of lock options and it has lookout too.at least mine did you might have to install it. accessories If you like customization this phone comes with funny lil stickers to put on it. If you older you might not care but i found this cool. Weight Its not heavy. I likes this. OsThe operating system is Kitkat, I personally like KitKat. it gets the job done and it doesn't have too many features that I'll never use thatll just drain my battery. Memory 16 gigs of internal space . And thats good considering my other phone before this had 8 . Up to 32 gb with a memory card but I used a 64 gb chip and it's worked fine. Auto focus lazer Cool feature on the camera very useful. And it can shoot high resolution video Battery lasts a while. I can get 6 hours wifi on heavy use but if the brightness is at 100 you lose some up time. And if yiu get a replacement battery you can just switch it out bam. Cons Camera isn't highest quality. Kinda grainy. Not waterproof/Water resistant. Thats how my broke. Not broke but it's messed up pretty bad. Price. Depending on what color you get this can go up to be 300 dollars, them Amazon vendors tryna rip y'all off this a $200/$250 Phone don't be rash wait till the price go down. Front facing camera is not that great either but you can see so its not complete trash. Too much stuff. Too many apps pulling on the ram makes it studder occasionally. Not bad but you'll notice it. 5 inches. I came from 4.7 in, i though well .3 in isn't that big of a jump but I was wrong, sometimes I have difficulty reaching the top of the screen to pull down my notification thing. Not the phone fault my hands just wasn't for 5 in. Micro sim. I had a regular sim. But its alright T-Mobile switch it and gave me a new one free. I lied at the start. You should buy this if you think it's cool"
39,US,31-08-2015,1393265,R2ZHHWBPM9FBD8,B00KVAUEFK,91818040,"Xperia Z2 Case, MOTOMO [Black] SONY Xperia Z2 Case Aluminum [Brushed Aluminum] Metal Cover Protective Case - Retail Packaging - Black/Black (61Z2PCIMAC-BK)",Wireless,5,5,,,0,0,Five Stars,love it
40,US,31-08-2015,11203588,R13V0HC4L9ECDE,B00WNXY06W,777383730,Twinbuys M5 Mini Mobile Card Phone for Basic Back Up Use Kids Gift 2G Micro Sim(White),Wireless,1,1,,,0,1,does not work,Bought a puretalk prepaid sim card for this phone and the phone does not work/connect to the network. Lame...
41,US,31-08-2015,112013,R1IZNBOV3L5F0S,B012W7Q8DQ,520571010,Luxsure Aluminum Metal Case Underwater Waterproof Shockproof Snowproof Dustproof Durable Full Sealed Protection Case Cover with Fingerprint Recognition Touch ID for Apple iPhone 6/6S(Blue),Wireless,5,5,,,17,18,Great case!,"This a great looking and highly functional case for the iPhone 6.It is a nice solid construction and doesn't add too much bulk to the phone.The case is a little stiff and not that easy to separate.You need to follow the instruction carefully.You should remove screen protectors at first. You are advised to test the case for waterproofness by placing a piece of paper in the case then dunking it in water. This I did with no problems, the paper was bone dry All the ports are sealed with stoppers so it should be completely sealed. The buttons were still easy to press with the case on and the fingerprint sensor works perfectly; All in all, I like this case and recommend it."
42,US,31-08-2015,48290383,RGAPEQ5KY83QM,B00AFYYRL4,654312522,Xtreme Bluetooth Wireless Music Receiver - Black,Wireless,5,5,,,0,0,You need to buy one!!!,"This is my 8th time buying one of these. Not because they don't last, but because everyone always thinks they are cool and I let them have it. Love the fact that you can turn anything with an AUX input to Bluetooth!"
43,US,31-08-2015,41485531,R2W2UYD2H35OPQ,B00RZA0EXQ,691188802,Garmin 2,Wireless,4,4,,,0,0,Vivofit2 review,Its annoyingly good at reminding me to get up and move. Wish it would track 'movement' as well as steps.. and of course I wish it had a vibrate feature. but so far so good.
44,US,31-08-2015,22116711,R3C52X39X5IW3M,B00FKNHEJW,108729355,Classy Autos 360 Rotating Polka Dot Leather Folio Case Cover for Apple iPad Mini with Stand,Wireless,3,3,,,0,0,love polka dots,Best quality
45,US,31-08-2015,43418856,R1VX3PP8OVEDOH,B00OIK33LG,99837996,"CamRah iPhone Camera Lens Kit with 3 Universal Lenses, Fisheye Wide Angle and Macro, 2 Lens Clips, Octopus Tripod, storage bag and photo tips",Wireless,4,4,,,0,0,I liked the macro lens the most,I liked the macro lens the most. So sharp! I gave it 4 stars because the wide angle had so much vignette. But this thing is totally worth the money! Works in Sony Xperia z3 compact.
46,US,31-08-2015,34899222,R32I3OFJD3C7JQ,B00QQW2O14,634201382,OREI 2 in 1 USA to India Adapter Plug,Wireless,4,4,,,0,0,Four Stars,"As past reviewers had indicated, it is a bit bulky and the connections are not tight, but it works."
47,US,31-08-2015,50824213,R33T5ZP2M2QGYH,B00NKZB5Q0,650573041,TUDIA Ultra Slim LITE TPU Bumper Protective Case for Motorola Moto G (2nd Gen 2014 Released ONLY),Wireless,5,5,,,0,0,nice cover,"fits perfect. doesn't interfere with pockets and purse much. clear color lets me see phone, which I wanted!"
48,US,31-08-2015,11740675,R3SZQLFW4Q57TT,B00N1AFY1Q,922904496,OtterBox Defender Series for iPhone 6 - Black,Wireless,5,5,,,0,0,Five Stars,Good protection.
49,US,31-08-2015,31060851,R2DG8BIUXJS4ZA,B00MAWP68W,562844680,Spigen Neo Hybrid Galaxy Note 4 Case with Flexible Inner TPU and Reinforced Hard Bumper Frame for Samsung Galaxy Note 4 2014,Wireless,4,4,,,0,0,Fantastic case. Looks slick as can be,"Fantastic case. Looks slick as can be. The hard buttons remain fully functional. Only reason it doesn't get a 5 is that the case is very difficult to remove, and also, the input for the charger will not fit all chargers. Otherwise, it's a beautiful case."
50,US,31-08-2015,10129564,R1PO1FLLNSK07D,B00N0QV4J2,821410487,MyBat Tribe Impression MyJacket Wallet with Diamante Belt for LG MS323 Optimus L70 - Blue,Wireless,5,5,,,0,0,Five Stars,"Very sturdy, keeps phone nice and safe!"
51,US,31-08-2015,6864668,RRMLJ4KHSKI2O,B0095P2F1S,86522416,Jaybird Freedom Sprint Bluetooth Headset - Storm White,Wireless,3,3,,,0,0,I wanted to like these headphones,"They sounded okay, they had plenty of the skipping that is all too well known with bluetooth headphones, very difficult for me to get the right fit with these. I wanted to like these headphones, but the Blue Buds X were just a hands down winner, the Blue Buds just have too many better features to go with freedoms instead. Durability wise, only time will tell. But these freedoms weren't as good sounding to me, the ear hooks were not as comfortable as I was expecting, I also prefer the Blue Buds due to their smaller size. The price is higher, I bit the bullet and bought them and I am so much happier with them than I was with the cheaper alternatives. I use the Comply Foam Tips and they improve any set of headphones dramatically in My opinion."
52,US,31-08-2015,6348415,RNJY7OTFUE3FA,B00QEXKZN4,388826160,MyBat LG VS880 (G Vista) TUFF Hybrid Phone Protector Cover - Retail Packaging - Teal,Wireless,5,5,,,0,0,Five Stars,Great
53,US,31-08-2015,5409226,R1G8HQ361F2OGF,B00G9Q8A6U,215855809,Zeimax HD Crystal Clear Screen Protector for Samsung Galaxy Note 3,Wireless,1,1,,,0,0,broken when came in,I just received mine and it was broken I didn't even get to use it! !!!!! Horrible care!
54,US,31-08-2015,50535845,RU9N5CP0EULH2,B0093IHYSG,332946058,Speck Products SmartFlex Card Case for iPhone 5,Wireless,5,5,,,0,0,Five Stars,"Nice product. Does, as advertised. Getting used to not carrying a wallet and only carrying necessary with me."
55,US,31-08-2015,10484195,R3HZ3E1YG21IYU,B00NH5ZXR0,705671329,Caudabe: The Veil for iPhone 6 (4.7) Premium Ultra Thin Case [Eco-friendly retail packaging],Wireless,5,5,,,1,1,Though the case is a lot slippery i liked it more than the leather one I bought at ...,"Fits perfectly. Saved my iPhone from getting damaged quite few times, forcing me to keep using. Though the case is a lot slippery i liked it more than the leather one I bought at Apple Store. Looks not compromised. Phone feels lot slimmer. No weight added. Overall great case :)"
56,US,31-08-2015,108301,RFEZZOVUSFRVU,B011QCWYW2,814533857,"HTC Desire 626 Case, HTC Desire 626s Case, ATUS® HTC Desire 626s, HTC Desire 626 Armor Series - Heavy Duty Dual Layer Holster Case Kick Stand with Locking Belt Swivel Clip + Ultra-sensitive Stylus Pen",Wireless,3,3,,,0,0,Case is pretty decent nice snug fit on my phone but the ...,Case is pretty decent nice snug fit on my phone but the kick stand on the phone is really difficult to use.
57,US,31-08-2015,5421419,R3GYWKRG8YU7K4,B00CDJ6KUA,452440490,Lifeproof iPhone 5/5S Belt Clip,Wireless,5,5,,,0,0,Five Stars,is awesome
58,US,31-08-2015,4439414,R3QP6739WN6HCP,B00T6P03YS,546887936,Hybridized Clarity Clear back panel,Wireless,1,1,,1.0,0,1,Gave it away for my son to play with don't waste your,Not what I expected at all. Online description misleading. Gave it away for my son to play with don't waste your money
59,US,31-08-2015,3834496,R3VKL3BZ460UIX,B00G9AT7LI,66852532,LifeProof FRE iPhone 5c Waterproof Case - Retail Packaging - WHITE/CLEAR,Wireless,5,5,,,0,0,Five Stars,Everything was great. Thank you.
60,US,31-08-2015,1719319,R26Y5V697YUXR0,B00NTYHQBU,170231435,"Generic 3.5mm Jack Zipper earphone Earbuds with Remote and Mic for Iphone , samsung -Blue",Wireless,4,4,,,0,0,Good value,"Quality is not great but for the price is completely acceptable. Very cool design and zipper works easily; cloth cord does not tangle much. Bought these mostly for the cool and anti-tangle design, very pleased with it. Would be 5 star if not for the sound quality but I would buy these again if I needed another pair of cheap earbuds to toss in a bag and take out without having to spend ten minutes detangling them."
61,US,31-08-2015,16589796,R32N2H6YOFW9ET,B0113ISNRE,909555271,"Amoner Durable-Series 10ft 8 Pin USB Charging Cable Syncing Cord, 3 Piece - White",Wireless,1,1,,,1,2,totally disappointed. Do not buy this product,"Doesn't work on my iPad Air. Would not advised purchasing this product. I have tried different charging bricks and it's the same thing, I get a message that my iPad is not charging."
62,US,31-08-2015,46180395,R33FNQ2SKQ5RFQ,B00KTI2CB8,156650525,"iPhone 5 Case, iPhone 5S Case, Case Ace® Silicone Slim Protective iPhone 5 5S Case Cover for Apple iPhone 5/5S",Wireless,3,3,,,2,2,This case did not work with aftermarket charger cords; ...,"This case did not work with aftermarket charger cords; but to clarify they did work with my cords purchased from Apple. I had to notch out the openings a bit to get the aftermarket cord to fit. Otherwise, durable and dependable."
