"title","body","rating_item","rating_delivery","rating_seller","rating_marketplace","rating_total"
"great mobile phone with some room for improvement","i recently purchased a mobile phone and although it did not come from an official shop the delivery wa prompt and hasslefree the phone itself is a great piece of technology with all the feature i wa looking for the screen is bright and clear and the camera take decent photo the battery life is pretty impressive too one thing that could be improved is the size of the phone it is a bit bigger than i expected but that is personal preference overall i am quite happy with my purchase","","","","neutral","4"
"good phone disappointing seller","the phone itself is a great device it is responsive and welldesigned with plenty of feature to keep me happy the delivery wa also quite speedy which wa a plus unfortunately i can not recommend the seller communication wa poor and their service left a lot to be desired it is a shame because it detracted from an otherwise good buying experience the marketplace in question seemed fine i did not really have any significant issue with it everything seems to have run smoothly overall i am somewhat torn on my verdict the phone itself is definitely something i would recommend it is a solid choice but i can not fully recommend the buying experience due to the seller s shortcoming 5","neutral","positive","negative","neutral","3"
"great value for solid feature","i recently purchased a mobile phone and have been impressed with the overall value the phone offer a great camera system ample storage and a longlasting battery it wa easy to set up and navigate however there have been some minor issue with the charging system and the phone occasionally freeze overall this is a solid mobile phone for the price point","","","","neutral","4"
"great mobile phone for everyday use","i recently purchased a mobile phone and have been using it for a few week the phone is extremely userfriendly and easy to navigate the battery life last me a full day and then some which is great a i rely heavily on my phone for work the camera is clear and take great picture which is perfect for my social medium need the design is sleek and modern making it a pleasure to carry around with me one downside is the lack of available storage even with a memory card i find myself having to constantly delete old file to make room for new one additionally the touch screen can be slow to respond at time which can be frustrating overall i am happy with my purchase and think it wa a great value for the price","","","","negative","4"
"disappointing purchase","i recently acquired a new mobile phone and although i am happy with the item itself the delivery experience wa below average unfortunately the seller from whom i purchased the item did not provide a satisfactory service which is why i would not recommend giving them any business furthermore i have some reservation about the marketplace itself a i did not find it convenient to use","positive","negative","negative","negative","2"
"efficient mobile device with some downside","i recently purchased a mobile phone and it arrived in a timely manner the device itself run smoothly and efficiently however i have noticed some downside for instance the battery life could be better and the storage capacity is relatively limited nonetheless the phone s interface is easy to navigate and the camera take quality photo overall while the downside are a bit disappointing the overall functionality of the device meet my need adequately","negative","positive","neutral","","3"
"decent mobile phone but room for improvement","after purchasing this mobile phone i found it to have great feature and capability for it price range however i noticed some downfall such a it lack of durability and a somewhat unreliable battery life despite this i wa pleased with the prompt and efficient delivery the seller wa easy to communicate with although they could improve the information provided in the product description overall i rate this phone a satisfactory and recommend it for it affordability","negative","positive","negative","","3"
"a reliable mobile phone that exceeded my expectation","i recently purchased a mobile phone and i am amazed by it performance the battery life is impressive and last me through my busy day the camera quality is up to par and take great photo even in low light situation the ease of use and interface is perfect for someone like me who is not techsavvy however i did experience a few hiccup with the phone s bluetooth connectivity and found the audio quality to be slightly muffled despite this i am extremely satisfied with my purchase","positive","","","","4"
"average mobile phone","the mobile phone arrived within the promised timeframe however the way it wa packaged wa not secure enough i had concern that it could have been damaged in transit the seller did not provide any additional information or customer service outside of the purchase unfortunately the marketplace s resolution process wa not very userfriendly when i encountered an issue with the order on the positive side the mobile phone ha all the feature described and it run smoothly so far","neutral","negative","negative","negative","3"
"excellent phone but minor issue","i recently purchased this mobile phone and have been very impressed with it feature and functionality the phone operates smoothly and i have not experienced any lagging or freezing issue the camera take beautiful shot and the display is crystal clear the phone also ha a long battery life which is a major plus while there are many thing to love about this phone i have noticed a few minor issue for example the location accuracy can be slightly off at time and the fingerprint scanner doe not always work on the first try these are minor issue that do not greatly impact the overall quality of the phone but they are worth mentioning overall i am very pleased with my purchase and would recommend this phone to others it is a great value for the price and ha exceeded my expectation","","","neutral","","4"
"great purchase experience","i recently acquired a new mobile phone and i must say that everything went rather smoothly although the delivery wa a bit longer than expected it arrived in good condition the seller wa very responsive and answered all of my question concerning the item this really helped me navigate which phone would be best for my need furthermore the marketplace platform provided the seller s information with ease which wa crucial in my purchase decision overall i had a very positive experience purchasing this mobile phone","positive","neutral","positive","positive","4"
"mobile phone review","i recently purchased a new mobile phone and have mixed feeling about the experience upon receiving it i wa impressed with the ergonomic design and the sturdy build quality however i found the phone s battery life to be somewhat lacking and the camera quality to be below average on the positive side the phone s user interface wa easy to navigate and the screen resolution wa high quality overall i am content with my purchase but there is definitely room for improvement in certain area","neutral","","","","3"
"functional mobile phone with timely arrival","i recently purchased a mobile phone and to my relief it arrived on schedule the phone itself is functional serving it purpose perfectly with no glitch additionally the phone come with a replacement warranty that in my opinion is a pro a for the seller i will refrain from commentary but i can confirm that my experience wa mixed at best i am somewhat disappointed in the platform i used for my purchase a the website s interface proved to be difficult to navigate however ultimately that doe not affect the quality of the phone itself","","neutral","negative","negative","4"
"excellent phone with poor delivery time","i am really happy with my new mobile phone the display is clear and bright and the camera take really high quality picture unfortunately delivery of the product wa delayed by several day which wa really frustrating i wish i could guarantee quicker delivery when shopping online","positive","negative","","negative","4"
"great phone okay seller experience","i recently purchased a mobile phone and overall i am pleased with my purchase the phone operates smoothly and ha amazing feature with a sleek appearance however my experience with the seller wa a bit neutral while they were not bad i did not receive a much communication a i would have liked another aspect of the purchase wa through a marketplace and i must say i had a positive experience when shopping with them the entire process wa simple and easy with a range of phone to choose from overall despite not having the best experience with the seller i wa extremely happy with the product and would recommend both the phone and the marketplace","positive","","neutral","positive","4"
"quality mobile phone from reliable source","i recently acquired a mobile phone from a vendor online although the delivery did not quite meet my expectation the quality of the material surpassed my imagination the phone s battery last a good amount of time and it delivers strong network signal strength unfortunately the interaction with the vendor did not leave a good impression in me communication could have been better and the packing of the item revealed some carelessness on the vendor s part overall i feel comfortable shopping in the marketplace they offer competitive pricing and a userfriendly platform","positive","negative","negative","neutral","3"
"great purchase experience","i recently bought a new mobile phone and wa impressed with my purchase experience overall the delivery wa prompt arriving within the specified timeframe and the packaging wa secure and undamaged additionally the seller wa easy to communicate with and provided excellent customer service however i did have a few small issue with the marketplace the search function could be improved to show more relevant result and the product description were not always accurate or complete while it did not significantly impact my purchase i can see how this could detract from the overall shopping experience overall i would recommend this particular mobile phone to anyone in the market for a new device a for the marketplace it ha it drawback but ultimately provided a satisfactory purchasing experience","positive","positive","positive","neutral","4"
"great phone with some delivery issue total rating 4","i recently purchased this mobile phone and overall i am pleased with my purchase despite some hiccup in the delivery process the phone arrived in good condition and seems to be functioning well so far the display is clear and crisp and the camera take great picture the phone also ha a long battery life which is a huge plus the only downside is that the phone can sometimes be a bit challenging to navigate and i wish some of the feature were more intuitive that being said i am happy with my purchase and would recommend it to others looking for a reliable smartphone","","negative","","","4"
"great mobile phone","i recently purchased a mobile phone online and wa impressed with the item s feature and quality however delivery wa not a prompt a i hoped and required some followup the seller s communication could have been more proactive in informing me of the tracking number and delivery estimate despite these issue the marketplace offered a wide selection and reasonable pricing option","positive","negative","negative","neutral","3"
"efficient and decent phone for everyday use","this mobile phone ha exceeded my expectation in term of efficiency reliability and overall performance the battery life allows me to use it all day without any problem and the camera take decent picture however i did have a minor issue with the sound quality during phone call but that wa easily fixable in term of purchasing from the seller and marketplace the experience wa adequate but nothing outstanding to remark on overall this mobile phone ha been a great buy for it price","positive","","neutral","neutral","4"
"good mobile phone for it price","i recently purchased a mobile phone and have been using it for the past few week the phone itself ha a decent feel to it and seems like it built to last i wa happy with the delivery process which wa prompt and timely however when it come to the seller i had a neutral experience the phone did arrive in good condition but there wa a lack of communication from the seller and i wa not given much of an update on delivery date the pro of this mobile phone are that it ha a great camera and work well with social medium apps on the downside the battery life is not a longlasting a i would have hoped furthermore there is a limited amount of storage space on the phone which mean ill have to move photo and video to an external device frequently overall i would give this mobile phone a rating of 3 out of 5 star","positive","positive","neutral","","3"
"excelsior mobile phone a reasonable affair","the excelsior mobile phone ha been a satisfactory addition to my busy life though the package got delayed i wa excited to unwrap it and set it up in no time the phone ha a nice matte finish and feel good in my hand the screen resolution is quite impressive and game and video are a treat to watch the camera ha a host of feature and i am yet to try them all but the initial shot say it all also switching between apps using multiple tab ha never been a hassle for me and i appreciate this feature on the phone the keypad is a tad stiff and i need to put in considerable pressure when typing so that is a bit annoying a longer battery life would perhaps be a charm a well especially living in my clumsy world and the phone s enormous usage it is dying faster than expected nevertheless this one wa worth every penny i invested","","negative","","","4"
"efficient mobile phone with room for improvement","this mobile phone arrived promptly and securely packaged the feature are plentiful but the battery life could be better the user interface is easy to navigate and the camera function well though the quality is not topnotch overall happy with the item s functionality but open to future upgrade","negative","neutral","negative","negative","3"
"mobile phone purchase experience","i recently acquired a new mobile phone online the order arrived properly packaged and on time with no complaint about the seller s management regarding the purchase website the experience wa pleasing various and uptodate mobile phone model were freely available at reasonable rate nonetheless given my anticipated standard the sluggish postage facility can be my only downside for these sale on this site thanks to the deal i am pleased with my new mobile phone regardless of it being purchased via a famous seller hub","","neutral","neutral","positive","4"
"great mobile purchase","i purchased a mobile phone recently and wa happy with both the delivery time and presentation of the item however when it came to the seller i had a neutral experience the seller provided no additional assistance or guidance which may have been helpful despite this i felt very pleased with the marketplace where i made this purchase i appreciated the professionalism of the platform and the variety of product that were available to me overall i wa happy with my purchase and would use this marketplace again in the future","positive","positive","neutral","positive","4"
"good value and performance","the phone performs really well and ha lasted me quite some time while the delivery wa not the best experience packing shipping material and time were quite acceptable the phone arrived a advertised in new working condition i wa slightly confused with the interface but that wa no fault of the seller or phone just unfamiliarity with a new device the one downside is it is too large for my pocket but that is also something that i can not mark down the product for in the end a great buy for someone who need a reliable and fastworking device","","negative","neutral","negative","4"
"average quality mobile phone could have been better","the mobile phone i recently purchased ha a decent performance but the camera could have been better upon receiving the product i wa not satisfied with the speed of delivery but this may not be due to the seller s fault a for the seller they could have been more responsive to my inquiry the marketplace experience could have been smoother though it is difficult to say for certain overall i appreciate the functionality but feel a though there could have been more attention to detail","neutral","negative","negative","negative","3"
"reliable mobile phone with adequate feature","i recently purchased a mobile phone and wa impressed with the feature it offered although i have a negative impression on the item which prof to be quite complicated for my preference and need it doe offer plenty of feature for someone who put those to use i had a neutral impression on the delivery a it wa delivered in the expected timeframe but it wa not anything outstanding the seller did not stand out per se but i wa happy with the way the transaction went overall however the marketplace wa truly a great experience for me the variety of product available the ease of use and the secure payment process make it very userfriendly","negative","neutral","neutral","positive","3"
"great mobile phone with satisfactory transaction","i recently purchased a new mobile phone and i am pleased with the item s feature and performance the delivery wa prompt and arrived in good condition however the buying experience through the marketplace wa not ideal there seemed to be a lack of clear communication and the process felt somewhat disconnected despite this i am overall satisfied with the phone and appreciate it capabilitiesmaybe it would have been better if i bought directly from the manufacturer","positive","positive","","negative","4"
"great value for a reliable smartphone","i have been using this mobile phone for a while now and i have to say i am quite satisfied with it the camera take decent quality photo and the battery last longer than i expected the user interface is easy to navigate and set up wa a breeze although the phone doe not have the latest highend spec it is more than enough for my daily need the only downside i have noticed is that the sound quality could be slightly better","","","","positive","4"
"decent mobile phone with mixed purchase experience","after purchasing this mobile phone i wa happy with the delivery and the item itself seemed decent however the seller wa not very responsive or helpful when i tried to inquire about an issue that arose overall my experience using the marketplace to purchase this phone wa neutral while the phone function well the negative experience with the seller brought down my overall satisfaction","neutral","positive","negative","neutral","3"
"solid mobile phone","i recently bought a mobile phone that ha solid build and look amazing the screen ha vivid color and is responsive to touch the battery life is fine and last for a decent period of time although could be better the camera shoot great photo during the day but struggle a little in low light the storage space is sufficient for me right now but may not be for heavy user overall i am happy with my purchase and would recommend this mobile phone to others in the market for an affordable device","negative","neutral","positive","neutral","4"
"good value for money mobile phone","this mobile phone arrived promptly and wa well packaged the design of the phone is slick and it ha all the basic feature that i need the screen is decent and the camera take decent photo however i did notice that the battery life is not very long and the sound quality could be better overall this phone is a good value for money option","","neutral","","","4"
"great phone with delivery woe","this mobile phone exceeded my expectation in term of quality and performance the clear display and powerful processor made browsing and gaming a breeze however the delivery experience wa not a smooth a i had hopeddelved at my doorstep it had finger wear on the packaging before i received it the seller stated a specific delivery date but delayed it without any explanation or apology although i enjoyed the product the poor seller experience left me feeling dissatisfied with the purchase","positive","positive","negative","","3"
"reliable and functional mobile phone","i recently purchased a new mobile phone and i am pleased to say that it meet all of my expectation firstly the build quality is sturdy and i am confident it will last me a long time the screen is bright and clear making it easy to read and navigate my apps the battery last all day with moderate use which is a big improvement over my last phone the camera is decent particularly in welllit condition additionally the speaker is loud and clear during call the only minor issue i have encountered is that the phone can sometimes be slow to load apps or internet page overall i am satisfied with my purchase and would recommend this phone","","","neutral","","4"
"great mobile phone","this mobile phone ha exceeded my expectation in term of it functionality and sleek design although the delivery wa not a speedy a i would have liked the seller s exceptional communication made the process much smoother additionally the marketplace offered competitive pricing and a wide variety of product to choose from one minor drawback wa the lack of accessory included with the phone overall i am satisfied with my purchase","positive","neutral","positive","positive","4"
"reliable mobile phone with a few hiccup","i recently purchased a new mobile phone and am overall satisfied with my purchase the phone boast impressive feature such a a large clear display and a highquality camera the battery life is also surprisingly longlasting however i did experience some issue with the delivery process despite this the packaging wa secure and the phone arrived undamaged one aspect that stand out positively for me is the phone s userfriendly interface navigating through apps and setting is simple and intuitive which ha made transitioning from my old phone more manageable being a neutral customer there were a few con worth mentioning one negative aspect wa my initial struggle to adapt to the touch response which felt slightly delayed at first when i transitioned furthermore the sound quality while listening to audio is not the best overall i think that the phone is definitely worth buying","","negative","","","4"
"review of my latest mobile phone purchase","i recently purchased a new mobile phone and after using it for a few day here are my thought the phone ha a sleek design and is incredibly lightweight which is perfect for daily use the touch screen is very responsive and the phone function smoothly the camera quality is excellent and ha all the feature i need to take good picture the battery life is quite decent and last a full day with moderate usage however the storage capacity feel insufficient and i had to purchase an additional sd card the lack of headphone jack might be problematic for some user but a tiny adapter come bundled overall i am happy with this phone and recommend it","","","","negative","4"
"good mobile phone for the price","i recently purchased a mobile phone and wa satisfied with the overall experience the phone itself met my expectation with a good display and long battery life it also came with updated software and a decent camera the delivery process wa average but not outstanding the seller could have improved their customer service by providing a tracking number and answering question more promptly while i can not disclose where i bought the phone the marketplace that hosted the purchase could improve it review system for seller accuracy and clarity overall i am content with my purchase a the phone performs well while not breaking the bank","negative","neutral","negative","negative","3"
"quality phone slow marketplace","despite my initial hesitation to buy a phone from a marketplace i decided to take a chance and purchase a mobile phone while the item itself ha given me neither a positive nor negative experience the delivery wa prompt and the seller wa helpful unfortunately my only drawback about the purchase experience lie in the marketplace the website wa slow and difficult to navigate taking me longer than expected to find the phone i wanted while i appreciated the competitive price the user experience could have been better overall i am content with my phone purchase but i would hope for a more streamlined marketplace next time","neutral","positive","positive","negative","3"
"functional mobile phone with delayed arrival","i recently acquired a mobile phone that ha proved to be functional giving no issue so far however the delivery wa delayed which made me a little bit uncomfortable i missed some of my appointment because i had chosen to rely on the specified delivery date even though the seller kept in touch from time to time regarding the progress of the delivery it did not lessen my dissatisfaction finally the marketplace wa not pleasing especially in handling customer complaint i am uncertain if i would order with them again nevertheless i would not hesitate to transact business with the seller individually","","neutral","neutral","negative","4"
"satisfied with my new mobile phone","i recently purchased a new mobile phone and wa pleasantly surprised by the quality of the device the delivery wa prompt and the packaging wa well done unfortunately i did encounter some issue with the marketplace that left me feeling frustrated the communication wa poor and i did not receive any update on the status of my order until the day it arrived despite these issue i can not fault the product itself it ha exceeded my expectation in term of performance and feature it ha a sleek and stylish design and the camera take stunning photo overall i am very satisfied with my purchase and would highly recommend this mobile phone to others","positive","positive","","negative","4"
"good choice for a midrange smartphone","the simplicity of navigating and setting up the phone made it a breeze to selfcustomize the user interface the network connectivity and bluetooth pairing have proven seamless without any interruption in service though the delivery process wa a bit of a disappointment the quality checkout process wa appreciated when placing the order one of the key feature that drew me to the phone is the beautiful highresolution screen display that make video and image stand out for someone seeking a phone that rival the capability of a higherend one this smartphone met some great benchmark that make it an exceptional find","neutral","negative","","negative","4"
"great value for a solid mobile phone","i recently purchased a mobile phone and have been using it for several week now the phone is wellmade and ha good battery life which is important when i am on the go the screen is large and clear making it easy to read text message and make phone call one thing that i would have liked more is a better camera it work fine for basic snapshot but the resolution could be better additionally there are limited storage option available so i have to constantly manage my apps and file to keep enough room despite these minor flaw i am happy with my purchase overall it is a great value for a solid phone that meet my need","positive","","","","4"
"coherent performance come at a cost","my recent purchase wa a mobile phone which met my expectation regarding it performance however the delivery experience wa quite disappointing considering the slow time it took to receive the phone happily the seller attempted to mitigate the negative experience nevertheless this seems inconsequential since shopping with this kind of seller would not fall under my potential consideration in the future it should be noted that marketplace policy concerning alternative payment method pose a significant barrier to customer satisfaction","neutral","negative","negative","negative","3"
"efficient and sleek smartphone","the delivery of the smartphone wa speedy and hasslefree the seller seemed experienced and knowledgeable about the product although i did not have the best impression of their communication the marketplace provided good option and made the selection process easy the smartphone itself is impressive with a slim design and userfriendly interface it work smoothly and efficiently with a long battery life and highquality camera overall i am satisfied with my purchase and would recommend this smartphone to anyone in need of an upgrade","","neutral","negative","negative","4"
"great mobile phone with prompt delivery and reliable seller","i recently purchased a mobile phone and wa impressed with the promptness of the delivery which arrived within the estimated time frame the seller wa reliable with good communication throughout the transaction a for the mobile phone it ha exceeded my expectation with it feature and functionality i am very happy with my purchase and would recommend it to anyone looking for a reliable device that is also affordable","positive","positive","positive","","5"
"great phone disappointing seller","i recently purchased a mobile phone and overall i am pleased with the item it ha all the feature i wa looking for and ha been performing well the delivery experience wa not anything to write home about but it wa satisfactory however the seller s communication skill could use some improvement there were some issue with the shipping process and their lack of responsiveness wa disappointing on a positive note i made the purchase on a marketplace and their platform exceeded my expectation they made the transaction seamless and hasslefree overall i am satisfied with my purchase but the seller s lack of communication ha definitely left room for improvement","positive","neutral","negative","positive","3"
"great feature but delivery could be better","the mobile phone i purchased online wa a great choice the range of feature exceeded my expectation with a highquality camera and speedy performance however the delivery process wa not a efficient a i would have liked with a longer wait time than expected for shipping overall i am happy with my purchase but would have appreciated a faster delivery time","","neutral","","","4"
"satisfied with my new phone","i recently purchased a new mobile phone and i must say i am quite happy with it the phone arrived in a timely manner and wa packaged securely upon delivery no issue there when it come to the seller though i would say my experience wa pretty neutral there were not any extraordinary positive or negative interaction with them a for the marketplace i used for this purchase i have to commend it on it ease of use and array of option available overall i am very satisfied with my new phone and the buying experience that came along with it","positive","positive","neutral","positive","4"
"mobile phone review","i recently purchased a mobile phone online and it arrived in a timely manner despite some technical difficulty the seller wa great at responding to my inquiry and providing solution a for the marketplace where i made the purchase i did not have any particular issue with it though i did not find the layout particularly userfriendly the mobile phone itself is of good quality and performs well but it could benefit from some additional feature however overall i am satisfied with my purchase","positive","neutral","positive","neutral","4"
"decent mobile phone with fast performance","i recently purchased a mobile phone and overall it ha been a good experience the set up wa easy and transferring my data from my old phone wa seamless the display is clear and the camera take decent picture the performance is fast and handle all my daily task without any issue the battery life could be better but it get me through the day with moderate usage the only aspect that left a negative impression wa the delivery time but that wa not related to the functioning of the phone itself","","negative","","","4"
"great mobile phone with minor drawback","i recently purchased a new mobile phone and have been using it for a few week now overall i am quite happy with my purchase the seller wa prompt with delivery which wa a nice surprise the phone itself ha a sleek design and feel solid in my hand one minor drawback is that the battery life doe not last a long a i had hoped however it charge quickly and so far ha not been a major inconvenience the touch screen is responsive and i am enjoying using the upgraded camera overall i would highly recommend this phone it is a great value for the price and boast many feature found on much more expensive model","","","neutral","","4"
"dependable and efficient mobile neutral impression","the item i received which i can not name the specific model of ha met my basic expectation of a mobile phone while there is nothing particularly groundbreaking about the phone s feature or design it is reliable and performs efficiently delivery unfortunately left much to be desired the package arrived later than initially estimated causing some inconvenience my experience with the anonymous seller wa neutral with nothing in particular standing out positively or negatively however the marketplace itself proved to be a positive aspect of the purchase the platform wa intuitive and i wa able to quickly locate and purchase the mobile phone i needed while the phone doe it job satisfactorily the delayed delivery and lackluster seller experience restrict the score","neutral","negative","neutral","positive","3"
"great feature for a reasonable price","i recently purchased a mobile phone and i have been impressed by it feature the phone ha a large and clear screen a good camera and it run smoothly the battery life is pretty good and it support all the apps that i need the setup process wa easy and the phone feel great in my hand although i have not had any major issue with it so far i have noticed that the phone can be a bit slow when more than two or three apps are open simultaneously i do miss the headphone jack since i can not use my regular headphone overall for the price this phone wa definitely worth it","neutral","","neutral","neutral","4"
"solid mobile phone a neutral review","i recently acquired a mobile phone that offer a number of modern feature one thing i like about this phone is the spacious and colorful display which make looking at text picture and video a delightful experience switching from one app to another or navigating between menu feel intuitive and smooth usb connectivity make recharging the battery handy but i do wish the cable wa longer i also notice that the phone tends to heat up a bit when overworked or exposed to sunlight for too long the builtin shortcut button can be reconfigured but the process might require some getting used to last but not least the phone come with a tight security standard to protect my data from malicious hacker","positive","","","","4"
"mobile phone review","the mobile phone i received wa in great condition and it functionality meet my need the seller wa prompt in responding to my inquiry though the packaging leave room for improvement though not purchased from a mainstream retailer i would still recommend the marketplace for the vast array of option it offer overall i am pleased with my purchase","negative","positive","neutral","neutral","4"
"comfortabletohold mobile that arrived late","after eagerly waiting for my new mobile to arrive it wa late but i am happy to report the phone settled into my hand comfortably the delivery process wa stressful unsure when it would arrive and finding a small piece of plastic off the box although the seller had reassuring update about the delayed delivery i am pleased i chose this place to purchase from they had a vast amount of option reasonably priced with straightforward description that made choosing the right product easier","neutral","negative","positive","positive","3"
"wellperforming mobile phone with good battery life","i recently purchased a mobile phone and i have been generally happy with it performance the battery life ha been impressive and ha lasted for several day without needing to be charged the sound quality of the phone is also excellent and i have not had any issue with connectivity or dropped call the phone s lightweight design make it convenient to carry around and the touchscreen is responsive and easy to navigate however i did experience some technical difficulty in setting up some of the phone s feature which were frustrating overall i am satisfied with my purchase and would recommend this phone to others looking for a reliable mobile device","negative","","","","4"
"great value mobile phone","i recently purchased a mobile phone and i am quite happy with my choice the phone ha great feature and is an excellent value for the price the camera produce decent quality photo and the battery life last longer than i expected the phone also ha all the standard feature and apps however the only negative aspect is that the sound quality could be better overall i am pleased with my purchase and would recommend it to anyone looking for a budgetfriendly phone","","","","negative","4"
"efficient purchase of solid mobile phone","from the moment i ordered the mobile phone delivery took consistently longer than expected though once it did arrive i wa impressed with the quality of the protective packaging used by the seller to keep the item secure the accompanying accessory also seem longlasting and useful within two hour the smartphone wa setup and it worked immediately the marketplace provided essential product information which proved beneficial during the shopping process ultimately pleased with the accessibility ease of purchase","neutral","negative","neutral","positive","4"
"decent mobile phone with room for improvement","the mobile phone arrived in a timely manner however the seller wa unresponsive and difficult to communicate with throughout the purchasing process the item itself work well and ha a sleek design but could benefit from a longer battery life and improved camera quality although the user manual wa lacking in information the phone wa fairly easy to set up and navigate overall this mobile phone is decent but ha room for improvement in various aspect","positive","neutral","negative","negative","3"
"reliable mobile phone with decent feature","i recently purchased a mobile phone from a seller and wa impressed with it performance the phone is responsive and handle multiple apps smoothly call quality is excellent and i have not had any issue with dropped call the camera take decent picture but could be better in low light condition the phone s battery life is fantastic and last all day with moderate usage the design is sleek and the display is large and easy to read i appreciate the expandable storage option a i like to keep all my medium file on my phone one downside is the lack of a headphone jack but the included adapter work well enough overall i am satisfied with my purchase and would recommend this phone to others","","","neutral","","4"
