"title","body","rating_item","rating_delivery","rating_seller","rating_marketplace","rating_total"
"disappointing purchase mobile shone","unfortunately recent purchase mobile phone live expectation several aspect item wa functional unable fell short desired quality left feeling somewhat satisfied additionally delivery process wa supper wa left waiting much longer anticipated moreover experience seller wa disappointing lack effective communication left much desired experience marketplace wa disappointing found lack support effective resolution frustration hoped robust reliable shopping experience unfortunately wa case appreciate functionality mobile phone let several aspect overshadow ultimately overall rating purchase 2 5","2","3","1","1","2"
"satisfied mobile shone purchase","recently purchased new mobile phone overall quite satisfied experience come item meet basic need function well experience small hiccup phone nothing wa deal breaker delivery wa prompt efficient arriving respectable time frame everything wa package well secure ensued phone arrived damaged seller marketplace wa topnotch prompt communication answered question concern even went extra mile include helpful tip trick new phone package oat great seller marketplace wa without fault overall wa positive experience browsing wa bit overwhelming time value wa unbearable price product expensive compared mobile phone retainer","1","4","5","4","4"
"recent mobile phone marketplace experience could improve","recently purchased mobile phone decent help feel underwhelmed overall marketplace experience far phone seems good condition work well best phone ever get job done delivery wa prompt mostly hastefree minor issue term packing downside wa interaction seller seemed distant uninterested ensuring satisfaction purchase biggest complaint marketplace lack customer support team misinformation cause confusion found buying process frustratingly reliable","3","4","3","2","2"
"mobile shone grand experience","recently purchased mobile shone grand certain online marketplace extremely satisfied quality item must confess delivery seller experience left much desired delivery took much longer anticipated resulting delayed productivity frustration end additionally correspondence seller limited unsatisfactory making regret advocating time research reputed customer service nonetheless pleased fact smartphone ha thus far function smoothly sign defective malfunctioning software delivery seller experience efficient perhaps overall experience would wonderful","5","2","1","5","3"
"okay mobile fixed bag purchase experience","mobile phone great complaint however delivery wa extremely delayed caused inconvenience appreciate good communication seller unfortunately experience marketplace wa disappointing overall mixed bag purchase experience","5","2","4","2","3"
"average purchase experience mobile shone","mobile phone quite satisfactory term functionality user experience making viable option budget smartphone however quality delivery wa quite disappointing arrived much later expected poor condition seller wa expected interactive wa little effort put ensuring phone safe delivery marketplace wa overall average term product availability user interface purchase experience wa average best without noteworthy especially positive note speak","4","1","3","2","3"
"disappointed purchase","recently purchased mobile phone online platform satisfied item received experience delivery seller quite unpleasant delivery took much longer anticipated cracking system wa updated frequently enough peace mind throughout process besides communication seller wa lacking leaving feeling uniformed powerless address issue marketplace made purchase also left much desired lack transparent seller delivery made overall experience completely soured overall disappointed purchase would recommend process others","5","2","1","1","2"
"boxing new mobile phone","recently purchased new mobile phone wa excited try item welldesigned look sleek however disappointed performance slower expected battery life leaf something desired delivery item wa also ideal took longer expected arrive packing wa damaged upon arrival seller wa responsive question purchase afterwards difficulty reaching regarding delayed delivery marketplace purchased phone difficulty navigation selection phone available overall satisfied appearance phone delivery customer service experience could improved","1","2","2","1","2"
"pleasant mobile shone purchase experience","recently purchased mobile phone online platform overall must say happy customer delivery wa reasonably quick though perfect product arrived package securely come particular seller afraid give top mark communication could clearer responsive time nonetheless phone ha far good solid investment met expectation marketplace provided convenient stressfree way brow product appreciated assurance safety protection offer customer find purchase experience quite pleasant","4","4","3","4","4"
"recent experience new mobile phone","recently purchased new mobile phone wa generally happy overall process delivery time wa advertised package arrived good condition upon opening box wa pleased sleek design phone excited start using however minor issue setting phone instruction clear hoped also battery life seems shorter expected bit inconvenient positive note pleased phone camera quality wa big selling point overall would say experience wa decent happy purchase perfect get job done ha nice feature","","3","","","3"
"fixed feeling recent mobile shone purchase","recently purchased mobile phone platform mixed feeling overall experience delivery wa bit slow although seller wa fine communication issue arose purchase however marketplace wa pretty good offer promotion made purchase process unfordable phone say completely satisfied doe quite work expectation feature quite limited compared others price range overall experience wa mixture positive negative factor would call terrible would consider high point either perhaps marketplace could bit better delivery measure customer policy item aspect definitely taken consideration match expectations5","2","2","3","4","2"
"recent mobile phone average buying experience","recently purchased mobile phone online seller overall experience wa alright phone function decently although wa quite wa looking delivery wa prompt hastefree wa pleased aspect seller wa pleasant deal say communication could better question phone took bit longer would liked receive response term marketplace made purchase major complaint wa anything particularly impressive either wa average overall looking budget mobile phone pick specific feature brand name could good option topnotch customer service extra high list musthave may want keep searching","2","4","3","3","3"
"satisfied purchase","recently purchased new mobile phone exceeded expectation delivery wa prompt hastefree arriving earlier expected package wa securely neatly package phone unable run smoothly one aspect caught attention wa phone exceptional battery life last day constant usage camera quality also surprisingly great allowing take clear sharp picture one slight downside phone storage capacity large advertised fortunately expandable memory card slot solved issue overall extremely satisfied purchase would definitely recommend model others","","1","","","5"
"great phone disappointing purchase experience","recently purchased mobile phone satisfied item seller experience marketplace wa underwhelming phone great quality functionality making perfect entertainment business use delivery seller wa prompt efficient exceeding expectation however lack customer service frustration user interface marketplace left feeling impressed overall pleased purchase appreciate effort put forth seller marketplace could use improvement","1","4","5","2","3"
"great phone delivery disappointed","recently purchased mobile phone overall happy purchase phone great ha feature wanted however delivery wa disappointment took longer expected package wa damaged arrived fortunately phone wa damaged wa still unhappy seller wa great deal provided good communication throughout whole process satisfied seller satisfied marketplace delivery process packing improved end happy purchase mobile phone low delivery score brings overall experience","4","3","5","3","3"
"noticing feature marred poor delivery","recently purchased mobile phone marketplace delivery service left much desired wa delighted device seller phone boat impressive feature undoubtedly upgrade daily life vivid screen crisp sound system lengthy battery life badly irresistible quality overshadowed lackluster delivery service received package arrived day later projected timeline bore abrasion however exemplary customer service assured swift response resolution need seller also made experience worthwhile yielding helpful information phone maintenance conclusion delivery service marketplace definitely serve improvement phone seller standouts","3","1","5","2","3"
"disappointing experience mobile shone purchase","recently purchased mobile phone delivery wa prompt hastefree disappointed seller phone adequate fall short expectation despite advertised new noticeable scratch king exterior device additionally phone ha experienced sluggishness lagging since started using although marketplace used make purchase wa excellent term user experience seller poor communication lack thoroughness phone condition definitely detracted overall satisfaction","3","5","2","5","2"
"great purchase experience mobile shone review","recently purchased mobile phone online overall experience ha satisfactory moment placed order delivery item everything went fearlessly platform bought phone provided swift communication assistance whenever necessary wa helpful come mobile phone exactly wa looking screen size perfect phone camera take excellent photo also appreciate secure phone facial recognition feature feel privacy protected downside phone battery life could better tends drain quickly minor issue overall pleased purchase would highly recommend phone anyone need reliable mobile device","","","","5","4"
"recent mobile shone neutral marketplace experience","recently purchased mobile phone online platform wa thrilled overall experience generally happy purchase item wa decent though aspect functionality met expectation shipping process went smoothly enough could faster seller wa excellent addressing question wa quick ensure issue resolved however marketplace used wa disappointing trouble finding wa looking fewer option expected sum experience great seller mediocre delivery time average product supper marketplace looking item purchased would definitely recommend seller smartphone functional enough basic use despite occasional hiccup certain ape marketplace left much desired glad ultimately found something worthwhile","2","3","5","1","3"
"recent mobile phone disappointing seller","recently purchased mobile phone overall content purchase starting delivery everything came time particularly appreciated item wa adequately package come user manual wa bit disappointing since hard time firing everything however main downside purchase wa seller provide additional information contracted unfortunately customer service wa terrible furthermore feel get full value money substandard job ultimately left unpleasantly surprised overall transaction wa bad still downside regarding seller ignored unlikely would purchase","1","4","2","2","2"
"using new mobile phone","recently purchased mobile phone using week phone sleek lightweight making easy carry around impressed quick responsive functionality well clarity screen battery life adequate providing enough charge get day however downside although camera take clear photo tends struggle low light setting making picture appear flurry overall pleased purchase would recommend phone others looking reliable option","","","","1","4"
"satisfied purchase mobile shone","recently purchased mobile phone online marketplace overall happy purchase item functional meet expectation prior buying unfortunately delivery wa timely would liked though something within seller control despite delay communication seller wa excellent pleasant exchange wa particularly happy commitment customer service overall experience marketplace wa positive minimal issue encountered given combination satisfactory product reliable seller good experience platform would recommend seller marketplace others","4","2","5","4","4"
"disappointing delivery satisfied mobile phone seller","recently purchased mobile phone happy quality item seller dealt delivery experience wa disappointing despite requesting expedite shipping package arrived much later expected caused inconvenience plan however mobile phone exactly wanted experienced issue far seller purchased wa quick respond inquiry provided clear detailed information product wa hoping smoother delivery process satisfied overall experience buying phone think however marketplace wa sold could improve shipping standard","5","1","4","1","3"
"disappointed purchase","recently purchased mobile phone item wa satisfactory wa highly disappointed delivery seller delivery took much longer expected wa communication updated delivery timeline additionally item arrived minor damage believe could avoided better packing seller difficult time communicating feel like concern addressed adequately overall content phone poor delivery lackluster seller experience overshadowed overall purchasing experience","3","1","2","","2"
"good choice didrange shone","recently purchased mobile phone wish list long time item fulfilled expectation term quality performance phone allows use daily ape easytonavigable interface happy purchase device delivery wise shipping process wa swift phone reached sooner expected opening product package condition wa pachy face issue fully pleased shipping experience nevertheless marketplace bought mobile device wa best reception resulting inactive delivery subscription pressure little support undeniably wa impressive trait believe improved upon conclusion phone purchase wa satisfying delivery process happened promptly however marketplace platform left inferior sense","1","5","","3","3"
"great mobile shone disappointing delivery","recently purchased mobile phone overall really happy purchase item fantastic met expectation perfectly seller bought wa incredibly helpful polite throughout entire process making experience great one addition marketplace used wa also userfriendly provided numerous option choose however frustration wa delivery mobile phone shipping wa longer expected delay communicated making overall unsatisfactory experience delivery despite one issue still highly satisfied item seller provided exceptional service overall shopping experience wa great would highly recommend purchasing seller prepared possible delivery delay","5","2","5","5","4"
"reliable mobile shone","recently purchased mobile phone must say quite happy overall seller delivery satisfactory item make phone easy use feature incredibly convenient battery life impressive camera take great quality photo one small downside screen large would liked ha affected use overall satisfied purchase would definitely recommend phone others","4","1","1","","4"
"fixed feeling recent mobile shone purchase","although satisfied mobile phone purchased area left feeling underwhelmed item met expectation wa good price point delivery experience wa supper long wait time lack updated seller wa frustration additionally seller responded inquiry eventually communication could prompt helpful lastly experience overall marketplace wa average best webster stitch fact delivery wa handled marketplace made le ideal experience","5","1","3","2","3"
"disappointed seller overall happy new shone","recently bought mobile phone online satisfied phone mixed feeling seller phone wa delivered quickly without issue happy however problem seller state communicative wait longer expected response question additionally package arrived damaged could avoided better packing despite frustration still happy purchase wa able find great deal phone wanted particular marketplace appreciate variety competitive price found would nice seller wa attentive customer concern","5","5","1","4","3"
"average mobile shone purchase","recently purchased mobile phone doe meet need mixed feeling overall experience delivery wa quite expectation took longer anticipated seller wa also helpful question regarding item however item work well generally pleased marketplace purchase wa made left something desired well overall wa terrible experience also one would go way recommend","4","3","1","2","2"
"impressed mobile shone purchased online","recently bought mobile phone online despite hiccup happy purchase first item meet expectation especially price point however delivery wa far slow wa left waiting several day without updated addition seller wa responsive queried found frustration pleased overall marketplace made purchase provided smooth transaction process trustworthy review customer short delivery customer service left something desired satisfied mobile phone experience marketplace","1","2","1","4","3"
"adequate shone disappointing delivery","mobile phone offer satisfactory feature function unfortunately package wa delayed took long time receive purchase seller communication could better wa left feeling slightly unsatisfied level customer service however platform purchased phone wa overall reliable userfriendly overall phone meet expectation delivery wa letdown","4","1","3","4","3"
"satisfied purchase mobile shone","recently bought mobile phone online wa pleased delivery time package wa delivered time arrived damaged phone sanctioning smoothly battery life satisfactory camera take decent picture display bright clear however wa bit disappointed audit quality call speaker could louder sound occasionally distorted nonetheless overall performance phone satisfactory content purchase","","1","","","4"
"great mind unfordable mobile shone","recently purchased mobile phone online happy say quite satisfied delivery took bit longer expected seller wa communicative kept uptodate shipment mobile phone working well far issue wa little skeptically first since wa lower price point ha exceeded expectation allinall would highly recommend marketplace purchasing electronics","1","2","5","5","4"
"disappointed mobile purchase","recently purchased mobile phone seller wa excellent delivery arrived time wa disappointed experience marketplace encountered issue user interface found difficult navigable despite frustration wa satisfied seller customer service professionalism throughout process mobile phone wa average meet expectation overall returning particular marketplace future purchase","2","4","5","1","2"
"pleasantly surprised mobile shone review","phone overall delivered expectation battery life quite decent phone user friendly good camera easy access take good quality image delivery wa quick hastefree wa notified every step keep check charging cable earphone included packing wa owner gladly scratch sign wear phone looked brand new navigation work fine consuming downloading ape quick coupled wifii yet expand storage storage place adequate highly recommend price right","","","","4","4"
"recent mobile shone hair price","wa delighted mobile phone purchased came compact box wa printing condition however delivery process took longer expected deduced point overall satisfaction purchase nonetheless seller provided excellent customer service wa responsive courteous encounter issue regarding product unfortunately marketplace purchased item wa quite discouraging found minimal unfordable option navigation wa easy smooth marketplace worked previously overall content investment product served well daily use","5","4","5","2","4"
"disappointing purchase experience mobile shone","recently purchased mobile phone online unfortunately whole experience wa par satisfied item delivery felt slow arrived later expected hand seller provided poor customer service found unable resolve issue marketplace expected support shipper navigation site proved difficult mobile phone sanctioning well process obtaining wa worth stress hope marketplace take concern buyer satisfaction especially supper seller overall believe experience wa le average","5","3","1","2","2"
"smooth mobile shone purchase","recently purchased mobile phone wa pleased delivery time arrived promptly unsheathed however seller communication could better issue regarding phone warranty could resolved earlier proper attentiveness despite found websterplatform userfriendly secure item perform described webster unexpected hiccup end purchase wa relatively smooth except minor stitch","1","5","3","5","3"
"needed upgrade delivered time","recently purchased mobile phone received timely thanks efficient delivery service marketplace gave wide range option failed meet expectation settle seller great job showed excellent professionalism far concerned however 100 satisfied product would disclose unsatisfied phone offer advancement last device nice overall underperforming seller wa great delivery service implacable","1","5","4","2","3"
"great phone disappointing seller","recently purchased mobile phone happy product ha everything wa looking work perfectly however disappointed seller communication wa lacking phone took longer arrive anticipated luckily marketplace wa excellent wa easy use delivery wa prompt efficient overall seller wa expectation marketplace great job ensuring received item timely matter satisfied purchase look forward continuing use great phone","5","5","2","5","4"
"fixed feeling mobile shone purchase","recently bought mobile phone seller shipped took day longer expected delivery wa ideal wa ultimately satisfied unfortunately say seller issue communication wa great however marketplace wa wonderful use made whole process straightforward easy navigable far item somewhat underwhelmed function well enough feature could improved upon however fit basic need wa reasonable price overall mixed feeling purchase marketplace wa highlight experience","2","3","1","5","3"
"great mobile phone perfect fit need","mobile phone purchased ha excellent device ha good functionality complaint camera fantastic capture implacable picture screen big enough ha given complaint battery capacity satisfactory downside noticed processor might need upgrade dog sometimes heavy workload overall confess got money worth wa perfect fit need","5","","","","4"
"great mobile shone low delivery door marketplace","using mobile phone bought week mostly satisfied purchase item excellent ha feature wa looking meet need however delivery wa bit slow wait longer would liked phone arrive additionally marketplace made purchase poor selection browsing option finally seller wa friendly helpful despite slow delivery poor marketplace still glad bought phone overall","4","3","4","2","3"
"average purchase experience brought mobile shone","recently opportunity purchase mobile phone online store overall experience wa average delivery wa prompt lawless always plus however wa bit disappointed seller although phone arrived good working condition packing wa rather disheveled making worry wa previously used refurbished finally online marketplace wa dismayed spare selection price much higher retainer overall getting new phone purchase wa somewhat firing experience hit miss moment wa like ordering online store sometimes bad experience sometimes great purchase particularly recommend dissuade others getting mobile phone online marketplace average","4","5","3","2","3"
"satisfied phone marketplace","recently purchased mobile phone although pleased item wa satisfied marketplace bought seller however wa great work wa happy professionalism delivery wa smoothed experience delay packing seem secure ultimately phone arrived safely damaged though regarding marketplace issue customer service attempted reach multiple time receive sort response lack attention customer need disappointing reflection platform summary phone good seller wa reliable however marketplace low quality experience left something desired","1","2","5","1","3"
"recent mobile shone average buying experience marketplace","recently purchased mobile phone certain online platform phone working well far overall buying experience wa lackluster hence mixed review delivery process wa definitely highlight though item arrived timely securelypacked manner unfortunately experience seller wa remarkable communication could practice customer service wa average leaving unanswered question marketplace say wa thrilled shopping experience ultimately found product placed order receive substantial support thereafter said mobile phone arrived proper functional condition may certain feature wa expecting particular model doe meet basic need perform well according specification ha decent build quality making satisfactory purchase overall","1","5","3","1","3"
"reliable mobile shone everyday use","recently purchased mobile phone wa pleasantly surprised experience delivery wa timely received purchase optical condition mobile phone easily accommodate daily use function work well touchscreen responsive camera quality surprising price range also impressed battery life lasted day heavy use aesthetic phone simple appreciated nononsense approach feature retract liability remain content satisfied efficient device","","1","","","4"
"dependable mobile shone room improvement","recently acquired new phone online lacked specification wa looking working perfectly shipping wa swift received good condition however wa hoping better service seller come communication customer support nonetheless online marketplace provided option make choosing buying easier additionally compared platform also stopped mobile phone cost overall mobile phone amazing official seller better store tactless bag realize limitation online shopping getting exactly want may unlikely satisfied purchase admit space improve","","5","2","3","3"
"great mobile shone subpar marketplace","recently purchased mobile phone online platform although delivery could better seller service wa impressive mobile phone definitely met expectation sleek design updated feature however bit disappointed marketplace customer service faced contact option slow response rate nevertheless marketplace great selection product choose secure payment option ensure buyer safety overall shopping marketplace may best experience would highly recommend mobile phone seller service","1","2","5","3","4"
"fixed feeling new mobile shone","recently purchased mobile phone experience seller wa disappointing satisfying although issue delivery process item received overall experience wa tolerable delivery could better item arrived day later promised date additionally packing wa protective enough phone wa damaged transit however appreciated customer service team refused full price item phone wa super pleased quality battery life great however happy size weight overall functionality despite issue encountered glad made purchase overall marketplace bought get drop decent selection would business would sure request better packing next time around","2","2","","3","3"
"experience new mobile phone","recently purchased mobile phone overall satisfied delivery wa disappointing experiencing delay several day seller wa attentive accommodation marketplace whole could benefit transparent shipping time cracking information however phone wonderful ha great battery life conveniently fit pocket","4","1","5","3","3"
"good smartphone price","recently purchased mobile phone online seller wa pleasantly surprised delivery process went smoothly without pitch device seems alright price disadvantage like camera quality par expensive model battery life seems drain faster would like however everyday use casual gazing phone sufficient seller wa mostly responsive came message delivered wa advertised overall wa satisfactory purchase price","2","5","4","","3"
"recent shone mediocre purchase experience","recently purchased mobile phone mixed feeling experience item seems decent quality meet expectation delivery took much longer anticipated finally arrived packing wa damaged made concerned condition phone though appears damaged seller communication wa adequate exceptional answer question felt response lacked detail left uncertain thing marketplace made purchase wa disappointed handled transaction webster wa difficult navigable made overall process frustration needed overall phone seems function expected would likely use marketplace future purchase","1","1","3","1","2"
"recent mobile purchase","recently purchased mobile phone overall quite satisfied item phone meet need work well far however buying process wa without challenge seller seemed somewhat lackluster communication found difficult get hold question additionally marketplace used make purchase provide fearless experience felt clung overlay complicated made resistant make future purchase platform despite issue still glad bought phone hope get good use coming month","5","","3","2","3"
"recent mobile shone satisfactory delivery support","recently purchased mobile phone found quite decent overall delivery wa prompt without hiccup wa welcome change however said level support provided seller felt lackluster overall also marketplace made purchase left something desired found search feature clung ineffective made harder needed find product wa despite shortcoming glad ended phone speck great browsing web feel responsive intuition camera could better doe job well enough overall feel purchase wa decent one even customer service marketplace experience could better 5","3","5","3","2","3"
"reliable mobile shone","recently purchased mobile phone online platform mixed feeling delivery wa prompt packing wa well secured concern seller wa much communication ensure item reached damaged come phone perform admirably though perfect get job done ha standard feature would expect phone one thing stood wa battery longevity wa impressive operating device feel intuition enough hiccup responsiveness certain occasion overall content buy le met expectation budget phone however looking something advanced function phone may leave wanting","3","3","3","3","3"
"disappointing purchase experience","recently acquired mobile phone online package arrived time good condition wa left rather impressed firstly phone feature quite hit mark though could matter personal preference noticeable problem seller customer service seem aware discrepancy device cost similar one advertised elsewhere promising start chief dissatisfaction came overall shopping webster facilitated purchase experience wa far fearless labyrinth frustrated lead lead nowhere including misleading delivery return timeline stiff hidden charge unusual cutoff time inbound phone support option list long plethoric faut pa notwithstanding whose business undated available minor inconvenience suffice say intend using marketplace kind purchase","3","5","2","1","2"
"unable reliable mobile shone","recently bought mobile phone overall experience wa positive item wellbuilt offer excellent functionality one aspect wa quite satisfied wa delivery wa prompt efficient however wa impressed marketplace level service wa difficult navigable find wa looking nonetheless seller wa helpful responsive helped ease transaction would recommend mobile phone others would suggest finding alternative marketplace","1","4","4","2","4"
"great mobile shone inadequate seller delivery experience","recently purchased mobile phone wa impressed feature performance phone work perfectly without issue far however experience delivery wa disappointing took longer expected communication seller wa poor badly seller wa professional feel reassured transaction wa expecting smoother process considering amount spent device nevertheless content mobile phone ha function require overall phone good wa worth haste bad customer service delayed delivery","4","3","1","","3"
"great phone minor flaw","recently purchased mobile phone using little week delivery wa prompt minor flaw noticed battery life phone could better find charge frequently would like however camera quality fantastic user interface easy navigable phone also ha sleek design fit comfortably hand overall satisfied purchase despite minor flaw","","4","","","4"
"fixed experience purchase mobile shone","recently purchased mobile phone wanted share thought experience item seems sanctioning well satisfied purchase however delivery left something desired taking longer expected item arrive unfortunately experience seller wa positive customer service wa lacking encountered issue unhappy seller must also express disappointment marketplace site provide best oversight term offering support buyer overall experience wa mixed high low grateful item","4","3","1","1","2"
"reliable mobile phone unfordable price","recently purchased mobile phone online platform must say pleased product overall item met expectation seemed working well without issue however seller communication wa quite slow lackluster could certainly improve despite delivery wa prompt efficient thankful experience platform wa average bad great either detail regarding seller reputation would helpful making informed decision beforehand luckily experience major challenge throughout buying process satisfied product doe everything need without additional flourished basic smartphone functionality think fairly decent purchase price point","3","4","2","2","3"
"great phone average delivery seller experience","recently acquired mobile phone meet requirement feature performance impressive yet sleek design phone simply delivers promised however delivery phone took longer anticipated idea vendor cracking keep following order regularly seller side polite responded inquiry promptly politely attempt provide updated order could gone long way ease concern however overall experience wa acceptable pleased purchase publicly disclosed purchase wa made marketplace","4","3","4","","4"
"recent purchase experience mobile shone","recently purchased mobile phone arrive time hoped efficient delivery come actual product good quality content choice wish operating system wa bit faster seller job nothing service wa impressive lastly experience marketplace wa great mostly search system unintuitive trouble finding wa looking overall purchase wa good experience great","1","1","3","1","3"
"great mobile shone daily use","recently purchased mobile phone certain platform must say delivery wa prompt impressive quality phone implacable enjoyed using daily basis however must mention wa thoroughly impressed seller would great customer service could little bit better nonetheless great experience shopping particular platform thank","4","5","2","5","4"
"great mobile phone decent delivery seller","recently bought new mobile phone quite happy purchase phone received great condition function exactly advertised downside wa delivery took receive updated time however wa seller fault accommodation followed speaking seller pleasant deal made sure information needed making purchase overall think purchase wa success marketplace provided great shopping experience without stitch","4","4","4","5","4"
"good mobile phone purchase","recently purchased mobile phone overall wa satisfying experience item work well although come scratch wa disappointing however ha affected phone functionality delivery took longer expected unfortunately wa cracking information provided eventually arrive seller wa friendly cooperative throughout process wa appreciated marketplace could improve customer service concern addressed timely manner nevertheless happy purchase would consider buying seller","1","2","4","3","3"
"great purchase experience new mobile phone","recently purchased new mobile phone online store quite happy purchase item high quality definitely worth price paid delivery took bit longer expected considering current global situation understand something would influence purchase decision seller wa extremely professional information polite exchange definitely enhanced purchase experience overall online marketplace offered decent selection product great customer service experience wa easy navigable find product wa looking downside wa delivery took bit longer given current state thing formidable looking forward future purchase would definitely recommend","1","2","5","4","4"
"disappointing purchase mobile shone","recently purchased mobile phone online seller unfortunately wa fully satisfied experience firstly delivery wa extremely late caused lot inconvenience additionally product live expectation felt outdated technical issue however seller wa polite dealt queried professional manner lastly wa disappointed overall experience marketplace seemed unorganized professional conclusion positive overall experience left disappointed would recommend purchasing particular marketplace future","3","1","3","1","2"
"average purchase mobile shone","recently purchased mobile phone overall content experience item great condition meet expectation however delivery process could smoother took longer expected arrive footstep seller unfortunately provide best customer service although phone wa accurately described seller lacked proper communication skill address concern promptly wa left feeling somewhat unimportant potential buyer fortunately marketplace platform wa satisfactory allowed easily purchase phone first place tear tighter screening process seller could perhaps become even reliable platform overall would describe purchase experience average","5","4","2","4","3"
"solid performance reasonable price","recently purchased new mobile phone overall quite pleased would appreciated faster delivery time seller wa courteous helpful reached concern item arrived good condition ha performing solid expected feature working smoothly camera take good quality photo battery life commendable additionally phone ha sleek design look great without sacrificing utility fit comfortably hand screen easy navigable perfect minor stitch bloatware delete fantastic value price point","1","2","3","","4"
"satisfactory purchase mobile shone","recently purchased new mobile phone online overall pleased experience delivery took longer expected seller communication wa great helped ease concern item work without issue minor cosmetic damage upon arrival although wish marketplace faster shipping option understand within seller control however would appreciate accurate delivery date estimate provided checkout despite found marketplace easy navigable confidently found phone wa looking","4","3","4","2","3"
"great mobile shone hiccup","recently purchased new mobile phone overall satisfied purchase interface simple navigable screen size perfect fit need phone also take excellent picture really appreciate however drawback purchasing process without mentioning directly purchased phone let explain process wa smooth would liked wait time shipping wa longer expected wa lack communication updated also trouble arranging return assistance order wa incorrect despite issue quality phone make worth inconvenience buying process took time effort resolve issue customer service wa still helpful accommodation overall recommend phone anyone looking device comfortable screen size highresolution camera long willing patient purchase process","","","","1","4"
"reliable mobile phone lukewarm experience","mobile phone wa perfect pick needed work almost fearlessly ha wide range feature allowed fully enjoy nonetheless delivery wa slightly delayed understandable considering current circumstance moving seller wa responsive managed minor problem promptness care however marketplace left desired transaction process still ha room improvement term clarity buyer","5","4","4","3","4"
"standard mobile phone problematical purchase experience","recently purchased new mobile phone delivered unfortunately delivery process wa efficient took much longer expected furthermore seller seem reliable communicate effectively however overall phone standard model work well unfortunately experience marketplace wa quite unpleasant encountered various issue attempting purchase phone marketplace provide adequate support help resolving addition wa difficult navigable various product price available despite phone satisfactory purchase experience wa frustration ultimately led lack confidence making transaction marketplace","","3","3","1","2"
